,0,1,2
3684,开心/happiness, ,"Selalu mencoba bersyukur, walaupun kadang masih banyak hal yang dirasakan amat sangat berat :)"
3685,伤心/sadness, ,"Turut berduka cita bagi semua yang terkena musibah banjir, jangan saling menyalahkan cukup introspeksi diri"
3686,开心/happiness,喜欢/like,"Selamat tahun baru semuanya, semoga tahun ini menjadi tahun yang bermakna buat kita semua"
3687,开心/happiness,喜欢/like,"Tahun 2020 hari pertama, smoga bisa tercapai harapan dan doa yang telah di panjatkan ya Allah. Amin"
3688,开心/happiness, ,"Oh udah daftar, makasih udah rt dan doain, semoga kamu masuk di PTN yang diinginkan ya, aamiin"
3689,生气/anger, ,"Astaghfirullah 2020 masih ada yang goblok. Threadnya dr. Ryuhasan bahas apa, dianya bahas apa."
3690,开心/happiness, ,"""kamu jangan genut, biar aku aja yang genit"" minta ilangin matanya tu mba Wkwkw"
3691,生气/anger,厌恶/disgust,Astagfirullah sering banget buang-buang waktu cuma buat nulis caption yang akhirnya juga bakalan diapus sebelum 24 jam 
3692,伤心/sadness,惊喜/surprise,Masa masa...dimana seleksi Allah itu nyata.....mana yg munafikun maupun yang tetap istiqomah...
3693,惊喜/surprise, ,Nggak kok. Kenapa sih emang sama cewe yang bales chat cepet? Kok kaya pada takut gitu :(
3694,害怕/fear, ,Plis belom ada speadboat disini cuman ada perahu karet yg didayung dengan arus yang deres banget. Help takut banget
3695,生气/anger, ,"Demi proposal dan mandi, gua ngungsi ke rumah temen. Awal tahun yang sangat sangat:("
3696,开心/happiness,喜欢/like,Aminnn. Selamat tahun baru juga k.Adibah. Semoga yang baik2 je untuk k.Adibah dan keluarga.
3697,开心/happiness, ,"Oh, hello 2020.. aku berharap resah yang ada cepat tergantikan oleh semangat baru. Aamiin"
3698,开心/happiness,喜欢/like,TERIMIKISII DILAAAN! Aamiin aamiin #2020MalaBahagia doanya semoga kembali juga ke yang mendoakan. Semoga #2020DilanAdayangKelonin
3699,开心/happiness, ,Terimakasih 2019 tahun yang berisi banyak suka dan duka... Tahun dimana bisa dekat dengannya walau hanya sebentar... 
3700,开心/happiness,喜欢/like,"Makasih banyak kak giveawaynya, semoga rezeki kakak dibalas yang lebih besar amin  ooya aku dom depok hehe"
3701,生气/anger, ,bukannya banjir ini gara2 SJW yang menentang penggusuran terus proyek ciliwung ga berjalan ya?
3702,开心/happiness,喜欢/like,"Amin, semoga apa yang telah di rencanakan dari DJPB, datap terwujud sehingga semakin gemilang"
3703,开心/happiness, ,Kissing ama siapa yang dibayangin suara siapa dasar soang gamau ngaku kalo dah jatuh hahahahahhahaa au weishin berkedok kookcat hahahahahahahahahaha
3704,开心/happiness,喜欢/like,"Amiin, semoga ga ada masalah apapun yang berarti di tahun 2020. bahagia terus ital juga "
3705,喜欢/like,伤心/sadness,"Aku kangen sama kamu, iya kamu yang mungkin tidak untuk aku miliki :')"
3706,开心/happiness, ,"Seneng bgt TV belakangan nyetelin film tapi yang bagus-bagus, daritadi sibuk nontonin milly mamet di sctv"
3707,开心/happiness,喜欢/like,"Selamat tahun baru 2020, semoga tahun ini tak hanya menyusun wacana yang tak kunjung terlaksana #happynewyear2020"
3708,开心/happiness, ,Happy new year amir. Semoga kita akan terus tabah menempuhi dugaan yang akan datang
3709,开心/happiness, ,happiest birthday tanteeee-! semoga tahun ini semua yang tante inginkan dikabulin yaa aamiin! 
3710,开心/happiness,喜欢/like,2020 saya doakan orang2 yang saya sayang panjang umur dan dimurahkan rezeki dan dapat capai apa yang nak dicapai
3711,生气/anger,伤心/sadness,Gue capek dengan situasi seperti ini ! Semoga di 2020 gue bisa ditempat yang lebih baik
3712,开心/happiness, ,"Pagi, happy new year semua. Semoga tahun ini menjadi tahun yang baik buat kalian."
3713,开心/happiness, ,"semoga bisa menjadi pribadi yang lebih baik lagi, semoga bisa bahagiain ortu, semoga apa yg diharapkan bisa terwujud"
3714,喜欢/like, ,Obati hatiku..berikan aku kecintaan kepadaMu..jangan Engkau hinakan hatiku ini dengan berharap kepada selainMu.. Wahai Dzat yang maha penyayang
3715,伤心/sadness, ,"Alhamdulillah rmh ku tidak,tapi kasian sama rmh tetangga yang sampai masuk kedalam:'("
3716,惊喜/surprise, ,Udah Tahun 2020 kok gak ada yang berubah ya ? masih begini aja liatnya ?
3717,开心/happiness, ,"Tahun-tahun yang sulit dan rumit telah berlalu, semoga tahun ini masih ada kemungkinan."
3718,生气/anger, ,Temen gue yang suka ngaret aja gue kadang sebel. Apalagi ini udah janji terus tiba2 ngilang
3719,开心/happiness, ,"Terima kasih buat semua, yang datang dan pergi & yang datang pergi tak kembali. Happynewyear!"
3720,开心/happiness,喜欢/like,"Bagusss grafiknya juga keren, skinnya lucu lucu ada yang khusus buat wibu seperti aq"
3721,伤心/sadness, ,Sedih banget jujur.. yaAllah kalian yang kena banjir jangan lupa makan yaaaa!! Aku bantu doa yaAllah
3722,开心/happiness, ,delete2in foto tapir dari photos. semoga tahun ini lupa dan ada yang baru ya
3723,开心/happiness,喜欢/like,"Terimakasih 2019, banyak hal yang tak terduga dan bikin aku jauh lebih dewasa."
3724,开心/happiness,喜欢/like,Happy birthday yaa!! Semoga yang kamu harapkan dan segala usahamu tercapai! Sekali lagi happy birthday!
3725,伤心/sadness, ,TL twice eonnies ga ada yang mau ngangkut maknae-nya ke gdm? homeless nih :(
3726,开心/happiness, ,Semoga di 2019 orang2 yang di sekeliling gua sehat selalu dan panjang umur . Aamiin 
3727,开心/happiness, ,mentab beneran ancur kali ini wkwk. thanks semuanya yang udah tag! semoga tahun 2020 adalah taun terbaik kalian
3728,伤心/sadness, ,"Masya Allah. Baru aja mulai 2020, udah ketinggalan kereta aja  semoga menjadi pengingat yang baik."
3729,开心/happiness, ,Semoga semua yang aku semogakan dan aku panjatkan dalam setiap doa terkabul di tahun ini.. Aamiin
3730,开心/happiness, ,Terima kasih kepada hamba hamba Allah yang tahu aku tengah lapar and then hulur makanan 
3731,伤心/sadness, ,"Yang banjir daerah mana, yang mati lampu daerah rumah guee :"""")"
3732,开心/happiness,喜欢/like,"Malem ini seneng bgt, ketemu orang yang bener2 sama isi hatinya. Lega."
3733,开心/happiness, ,Happy new year semoga menjadi tahun yang penuh bermakna and happiness for me :) 
3734,害怕/fear,伤心/sadness,"Aku ga cemburu kok, aku cuma gasuka kalo ada seseorang yang cari perhatian sama kamu"
3735,开心/happiness,害怕/fear,alhamdulillah di daerah Senen dan sekitarnya gak kenapa-kenapa... yang kekepung banjir stay safe....
3736,开心/happiness, ,"Terima kasih kerana respond, berharap proses menaik taraf rangkaian tersebut selesai pada masa yang lebih cepat, terima kasih"
3737,伤心/sadness, ,boleh dm linknya gaa? gabut pengen nonton film tapi ga punya link yang lain :(
3738,伤心/sadness, ,Semoga banjir yang terjadi di beberapa titik bisa segera surut dan stay safe semuanya!
3739,伤心/sadness, ,semangat semua yang di jabodetabek dan sekitarnya yang terdampak banjir :”) yok kuat yok.
3740,伤心/sadness, ,selamat tahun baru yang dingin buat teman teman di jakarta dan sekitarnya :')
3741,喜欢/like,开心/happiness,"""Tolong izinkan aku untuk menjadi orang yang pantas menyayangimu!!!"" Gildarts"
3742,厌恶/disgust, ,"Henry Ford berkata, “ #Bisnis yang hanya tentang uang adalah bisnis yang jelek.”"
3743,惊喜/surprise,开心/happiness,ehe thank you kak!! you too yaa? doa yang terbaik buat kakak sekeluargaa♡♡♡
3744,生气/anger, ,"Enggak adreen, kata siapa kotor? Mulut mrk aja yang kotor karena ngejude orang seenaknya"
3745,开心/happiness, ,Selamat tahun baru Ibu sergio dan keluarga. Semoga berkat dan harapan-harapan yang baik melimpah di tahun 2020
3746,开心/happiness, ,Terimakasih aku karna telah kuat menjalani badai 2019 terimkasih untuk bangkit kembali dengan pilihan yang tetap!
3747,开心/happiness, ,Yey selanat ya kak semoga IP nya semakin naik dan apa yang kakak inginkan cepat terwujud aamiin
3748,厌恶/disgust, ,Cape banget sama pemikiran yang kalo udh bikin kesalahan orgnya harus diganti. Bukan diperbaiki
3749,开心/happiness,喜欢/like,thank you so much.... semoga 2020 juga selalu jadi tahun yang baik untuk kamu ya. 
3750,开心/happiness, ,Min aku bakal seneng banget loh min kalo jadi followingmu yang ke 444:((
3751,喜欢/like,开心/happiness,"Tuhan, jadikanlah aku anak yang membanggakan dan menyejahterakan orang tua, sukseskanlah aku semuda mungkin. Aamiin"
3752,开心/happiness, ,"wahh semoga ya tercapai cita citanya kuliah yang kamu pengenin, aku gajadinyesatin deh ndukung aja hehe"
3753,开心/happiness, ,"–terima kasih ku pada jajaran oppa, teteh, dan adik-adik sekalian yang telah mewarnai 2019"
3754,开心/happiness, ,"terimakasih YaAllah, tahun ini memasuki tahun ke empat masih bareng bareng sama orang yang sama terus"
3755,伤心/sadness, ,Aku lelah meributkan hal sepele yang sebenarnya tidak berpengaruh. Rindumu mengubah segalanya jadi abu-abu.
3756,害怕/fear, ,"Pengen banget sebenernya di ruqyah, tapi gue takut setannya ngomong yang kaga kaga:("
3757,开心/happiness, ,"dear 2020, aku siap kembali berpetualang. aku siap menerima tantanganmu. aku siap menemukan diriku yang baru"
3758,惊喜/surprise, ,segerr kan ya yg ijo tp yang pink enak juga lebih awet gitu baunyaa!!!
3759,喜欢/like, ,Kaos big wave yang collab sama nct life lucu banget huhu jadi ingin tapi gada duid
3760,惊喜/surprise, ,Tapi udah tau rumahnya Mari yang di Jepang belum nad? Gede banget wwww kayak istana 
3761,喜欢/like, ,"""Tolong izinkan aku untuk menjadi orang yang pantas menyayangimu!!!"" Gildarts"
3762,开心/happiness, ,padahal lo pada yang bikin rame wkakakakak ayo udah 2020 nih masa mau bego mulu?
3763,开心/happiness, ,"Semoga dilancarkan terus rejekinya, dimudahkan segala urusannya dan apa yang diinginkan bisa tercapai ya kak"
3764,开心/happiness, ,Aku tak ingin berharap apapun untuk tahun ini. Hanya terus lah berusaha menjadi baik dan terus memberi yang terbaik
3765,伤心/sadness, ,"Innalillahi wainnailaihi rojiun, turut berduka cita, semoga keluarga yang ditinggalkan diberi ketabahan dan kesabaran."
3766,开心/happiness,喜欢/like,"Tahun Baru disambut dengan ""mbak"" yang menyapu depan kos jam 03.28. Terimakasih sudah dibersihkan."
3767,伤心/sadness, ,"Stay safe semua yang sedang dilanda banjir, semoga cepet surut. 2020 diawali dengan banjir :(("
3768,伤心/sadness, ,"Semoga bayi, balita, lansia, dan yang sakit segera dievakuasi huhuu sedih sekali liat postingan orang-orang"
3769,喜欢/like, ,"Aku tak punya waktu untuk membenci orang yang membenciku, karena aku terlalu sibuk mencintai mereka yang mencintaiku."
3770,喜欢/like,开心/happiness,Cintaku kepada Tuhan kerana aku adalah ciptaan-Nya. Cintaku terhadap seseorang itu adalah kerana perasaan yang dicipta-Nya.
3771,开心/happiness,喜欢/like,"ya Allah, hapuskanlah luka dan keraguan yang aku alami ini karena aku tahu smua itu ada hikmahnya."
3772,生气/anger, ,"Nyalahin anies nyalahin jokowi,elu yang salah sendiri tolol kelakuan jorok buang sampah di got"
3773,伤心/sadness, ,Temen temen ku yang rumahnya kena banjir semangat yaa! Semoga cepet surut banjirnya dan ga ada yang kenapa kenapa
3774,开心/happiness, ,"Karir izone kedepan semakin sukses semakin lancar, semakin banyak yang sayang, semakin banyak mendapat penghargaan. AAMIIINNN"
3775,开心/happiness,喜欢/like,"Doaku hari ini: Tuhan, ijinkan aku menjadi pribadi yang berguna bagi diri sendiri, pun orang lain."
3776,伤心/sadness, ,Sedih banget y den ngecas doang ini tuh  mana pom bensin juga banyak yang ga buka
3777,开心/happiness, ,"semangat sender sayang, kamu pasti kedepannya ada banyak hal yang bikin bahagia daripada sebelumnya jangan sedihhh lagi yaaa"
3778,开心/happiness,喜欢/like,"terimakasih 2019, tahun terberat yang pernah gua alami tapi alhamdulillah bisa melewati keadaan itu semua"
3779,害怕/fear, ,"Stay safe, waspada dengan hewan-hewan yang berkeliaran. Tadi ada video ular di banjir. "
3780,开心/happiness, ,Makasih @tempodotco udah nyedian artikel2 nya yang faedah sekali di iPusnas. Seru bacain artikel data tempo
3781,惊喜/surprise, ,"Apakah orang yang kupikir telah pergi selamanya, kembali lagi muncul di hadapanku?”"
3782,生气/anger, ,@taeyorong @adjaehyun @jaethyum yang sering berkeliaran di tlku sampai pusing sendiri :(
3783,伤心/sadness, ,Semangat buat teman teman yang terdampak banjir. Moga lekas surut ya. Jangan lupa jaga kesehatan.
3784,惊喜/surprise,伤心/sadness,gila ini yang pada kena banjir stay safe ya jangan lupa selamatin barang berharga beserta dokumen penting segala macem ok
3785,伤心/sadness, ,Kangen juga si. Apalagi jajanannya. Ada aja yang jualan. Kalo gak ditawar2in ama warga
3786,开心/happiness, ,"Gila tahun baru dimulai sama hal yang baru juga, bahkan pertama kali. Semoga semuanya lancar"
3787,开心/happiness,喜欢/like,"Hari ini aku akan lebih tegas mengabaikan orang yang mengabaikanku, dan lebih membahagiakan mereka yang mencintaiku"
3788,伤心/sadness, ,airpods bisa beli satu biji doang gak sih? punya aku hilang yang kanannya nanges:(
3789,喜欢/like, ,saya menginginkan cintamu dikarenakan saya mencintaimu kian lebih apa pun dari lubuk hati ku yang sangat dalam...
3790,开心/happiness, ,"Alhamdulillah banget rumah posisinya dibagian atas, yg rumahnya kebanjiran yang sabar yaa, amankan alat2 & surat2 penting"
3791,开心/happiness, ,"""terimakasih sudah pernah jadi cerita dari hidupku yang paling berkesan"" pengen bilang makasih tapi ngga pernah bisa"
3792,开心/happiness, ,Kamu jugaa kak  semoga tahun ini apa yang kakak inginkan tercapai dan berjalan dengan lancar aamiin
3793,伤心/sadness,害怕/fear,"Buat teman-teman yang daerahnya kena banjir, stay safe ya. Semoga banjirnya segera surut dan bantuan segera datang "
3794,开心/happiness, ,selamat tahun baruuuuu !  terimakasih sudwh melewati 2019 yang cukup beraaat. Mari menjadi lebih bahagia di 2020 
3795,伤心/sadness, ,"""Hidup itu pendek... Tidak ada yang tahu kapan manusia akan mati..."" Heiji Hattori"
3796,害怕/fear,伤心/sadness,daritadi di tl yang rumahnya banjir tinggi rata rata dari bekasi ya ampun :(
3797,喜欢/like, ,"Hargai setiap Tahun yang anda lalui, ambil ia sebagai pengajaran dan dugaan, bukan kebencian."
3798,开心/happiness, ,"terimakasih, ibu negara yang juga ga kalah sinting dan akhlakless. happy new year too. "
3799,伤心/sadness, ,"Untuk saudara-saudara kita yang daerah rumahnya terendam banjir, semoga cepat surut dan dapat beraktivitas seperti biasanya. "
3800,喜欢/like, ,"Teman yang sebenarnya bukan yang kuciptakan di dalam mimpi, teman adalah yang akan tetap kusimpan dihati ."
3801,开心/happiness, ,Panjang umur myday yang ngadain giveaway awal tahun! Gokil bener sob ga ngerti lagi pada baik2 anak fandom ini 
3802,喜欢/like, ,Sekarang aku gendutan gak sih ? kamu tau gak kenapa ? soalnya km udah mengembangkan cinta yang banyak dihatiku
3803,开心/happiness,喜欢/like,"Insha allah, hujan  hari pertama ditahun 2020 adalah pertanda keberkahan dan rezeki yang baik. Aamiin"
3804,惊喜/surprise, ,Eeh? Gitu doang? Lha kok dia malah jadi yang terkenal gara2 korban2 sepikannya dia
3805,伤心/sadness, ,Mari beri rasa prihatin pada warga yang jadi korban dengan memasang photo Anies menjadi photo propil kita...
3806,喜欢/like,开心/happiness,"Suaramu adalah suara yang paling merdu dari segala jenis suara yang pernah aku dengarkan, kaulah wanita yang aku cintai"
3807,开心/happiness, ,Kenapasih seneng bgt kalo liat eun jiwon senyum/ketawa hahaha kayak yang jarang gitu loh liat dia gitu 
3808,开心/happiness, ,"Thank you yang udah vote, mungkin gue bakal bikin yang 2 dulu hehe karena lebih banyak suaranya "
3809,生气/anger, ,Cuma org goblo si yang menyalahkan 'seseorang' atas terjadinya bencana alam tanpa intropeksi diri dari apa yang mereka perbuat
3810,喜欢/like, ,Banyak luka yang aku rasakan di tahun kemarin semoga luka ini segera sembuh di tahun ini
3811,开心/happiness,喜欢/like,2O2O semoga menjadi pribadi yg lebih berguna dan memiliki banyak kebahagian yang lebih dari sebelumnya. aamiin
3812,开心/happiness,喜欢/like,"Sekamat hari pertama 2020, Elyse. Semoga menjadi awal yang baik untukmu dan penulismu."
3813,生气/anger, ,aku akan menghancurkan siapa saja yang menyakiti teman-teman ku. walaupun dia memiliki lusinan nyawa [Monkey D Luffy]
3814,生气/anger, ,"kesal, ada yang ngira tetap mengejar fb lagi tadi siang padahal emang ngambek ya udah sekalian mute"
3815,伤心/sadness, ,"Bagaimana rasanya? Melewati jalan yang dulu sering kita lewati berdua, namun sekarang kau lewati dengannya."
3816,开心/happiness, ,"happy new year mina, semoga tahun ini jadi tahun yang penuh kebaikan ya. aamiin"
3817,开心/happiness,惊喜/surprise,"What is up twitter!!! Tahun yang baru, aku yang baru! #Azam2020"
3818,开心/happiness,喜欢/like,"Tak ape lah bang, bantu doa yang terbaik ya bang, terima kasih abangku yang jauh di sana."
3819,开心/happiness, ,"Nikmati penyakit yang dikasih allah, karna Allah sedang menggugurkan dosa-dosa mu ditahun 2019 yang lalu #rebahanpertamadi2020"
3820,开心/happiness,喜欢/like,Bersyukur tahun 2019 masih bisa menikmati banyak film bagus dan series yang bagus-bagus banget.
3821,害怕/fear,伤心/sadness,Hujan di Jakarta udah berhenti belum sih? Semoga aja gak separah 2007 atau 1995 yang hujannya berhari2.
3822,开心/happiness, ,Semoga yang disemogakan segera tersemogakan oleh penyemoga yang menginginkan  sesuatu yg disemogakan menjadi tersemogakan.
3823,开心/happiness, ,happy new year <3 semoga 2020 jadi tahun yang baik buat gue dan kalian semua 
3824,开心/happiness,喜欢/like,makasih shannon! semoga kita semua bisa jadi pribadi yang lebih baik di tahun ini! 
3825,开心/happiness, ,"Terimakasih buat kalian yang sudah mampir & belanja ke #SlashrockConcept & #SlashrockMansion ,sampai berjumpa besok"
3826,开心/happiness,喜欢/like,"Yaallah , semoga ditahun 2020 aku bisa menggapai semua hal"" yang ingin aku gapai . Amin"
3827,生气/anger, ,lo pikir gue tau? jelas nggak! gue bukan dukun yang bisa nebak. mikir sendiri!
3828,喜欢/like,开心/happiness,"Tuhan suka pamer, ya? Makanya Dia ciptain kamu, bukti Dia bisa buat sesuatu yang sempurna."
3829,开心/happiness, ,"Tahun baru, semoga harapan yang belum terlaksana di tahun lalu segera terlaksana di tahun ini, Amin."
3830,喜欢/like,开心/happiness,"Tuhan, rahmatilah aku dengan kesehatan, ketenangan pikiran, kelembutan hati dan rezeki yang penuh berkah. Aamiin"
3831,开心/happiness, ,"Sudah tanggal 1 di awal bulan dan di awal tahun 2020 , semoga tanggal2 selanjutnya menjadi tanggal yang selalu istimewa"
3832,厌恶/disgust, ,chiki dong kak sama permen sama itu balon balonan yang kaya upil itu:(
3833,开心/happiness, ,"Semoga di tahun ini, semua yang pernah menjadi musuh akan kembali menjadi teman."
3834,开心/happiness, ,Terimakasih 2019 sudah banyak menunjuka yang baik dan mana yang buruk dalam bentuk dan wujud apa saja
3835,喜欢/like, ,Indonesia emang lagi demam bola tapi cuma bola mata kamu yang bikin aku demam.
3836,开心/happiness,惊喜/surprise,bukannn!! hahahaha itu peliharaan ku yang menggantung dan menempel di tembok tembok aja teh
3837,生气/anger, ,Masa make bekas temen:( kai sama yang gg lain dong:( bp lagi:(
3838,开心/happiness, ,Hahahaha happy new year juga hyung semoga di tahun ini kita bisa jadi orang yang lebih kuat hadapin semuanya ya
3839,开心/happiness, ,"Ternyata Tuhan sesayang itu sama gue,dijauhin dari cowo yang gak bener. Astaga bersyukur bgtttt"
3840,喜欢/like, ,Pak ahok kami merindukanmu kayaknya cuma pak ahok yang menghandle semua ini banjir ini Alhamdulillah
3841,伤心/sadness, ,"Tahun udah beda, tapi rasa sedih masih sama. Semoga di hari berikutnya menemukan kebahagiaan diri yang sesungguhnya."
3842,开心/happiness, ,"So ya! 2020,semoga tiada lagi tangisan air mata yang jatuh untuk insan yang tak reti menghargai"
3843,开心/happiness, ,Selamat Tahun Baru semuaa!! Dari saya yang tahun baruannya penuh dengan plot twist
3844,害怕/fear, ,"Hati hati saat banjir, waspada aliran listrik liar dan kobra-kobra yang baru pada menetas itu ya #Hensat"
3845,伤心/sadness, ,"Teman - teman yang tinggal di wilayah terdampak banjir, please stay save. Semoga banjirnya segera surut "
3846,喜欢/like, ,"Ibu, engkau bagaikan pahlawan walaupun tak memiliki kekuatan super, tapi engkau memiliki Kekuatan hati yang super"
3847,开心/happiness, ,"Selamat Datang 2020, semoga menjadi tahun yang damai dan sejuk, menyenangkan buat semua. #SelamatTahunBaru2020"
3848,喜欢/like,开心/happiness,"Ya Allah, terimalah doa dan rasa syukur hamba setiap hari. terima kasih atas nikmat dariMu yang tiada terhingga"
3849,伤心/sadness, ,Hi @farhanahshmdn12. Saya Azie. Mohon maaf untuk segala kesulitan yang dialami. :(
3850,开心/happiness, ,2020 harus jadi versi dari diriku yang lebih baik lagi. Semangat moots aku yakin kalian juga pasti bisa! 
3851,生气/anger,厌恶/disgust,2020 semoga jangan ada yang nanya kapan nikah lagi! Belum waktunya tq. #Welcome2020
3852,开心/happiness, ,Selamat tahun baru 2020 semuanya.. Semoga semakin menjadi pribadi yang baik lagi ya kita kedepannya .. 
3853,开心/happiness,喜欢/like,"Aamiin allahuma aamiin , semoga di 2020 selalu dpt hal yang baik baik aja ya kaakk"
3854,伤心/sadness, ,"ih gue sedih liat yang pada kebanjiran karena HELL YEAH, MENGERIKAN. stay safe, saudara-saudaraku."
3855,开心/happiness, ,Semoga kakak bisa dapet kerjaan yang sesuai dengan keinginan kakak dan semoga betah kerjanya aamiin
3856,开心/happiness, ,selamat tahun dua ribu dua puluh untuk kamu yang dapat setiap saat membuat hatiku luluh
3857,开心/happiness, ,Selamat taun baru dari aku yang belum pernah taun baruan di titik nol sama tugu jogja :)
3858,开心/happiness, ,"Selamat tahun baru,semoga apa yang belum tercapai di tahun 2019,bisa tercapai di 2020 aamiin"
3859,伤心/sadness,喜欢/like,"Selamat berjuang rekan jabodetabek, semoga yang kena banjir segera surut. God bless u all!"
3860,伤心/sadness, ,sedih banget ngeliat wilayah yang kena bencana banjir... yatuhan semoga ini bukan sesuatu yg buruk kedepannya 
3861,开心/happiness, ,doakam saya yang masih hafalan juz 30. Seneng liatnya. Semoga segera bisa menyusul. Amin
3862,开心/happiness,喜欢/like,"Awal tahun 2020 yang cerah dipagi ini , semoga aja secerah ingin ku nan terwujud di tahun ini ,amin "
3863,生气/anger,厌恶/disgust,Bentuk amalan dari Al-Qur'an mana yang membenarkan Antum mengkofar-kafirkan orang menyebut orang china babi kafir sembarangan?
3864,开心/happiness, ,Selamat datang 2020! Dan selamat juga karena akan semakin banyak lelaki yang tertekan di tahun ini
3865,伤心/sadness, ,Kasian yang pada kena banjir. Hari pertama di tahun baru malah ngosek2 lantai :(
3866,开心/happiness,喜欢/like,"Tuhan, dalam tidurku malam ini, aku mohon Engkau siapkan rezeki surprise yang bagus untukku esok hari. Aamiin"
3867,开心/happiness, ,happy new year kak! good to now sesuatu yang kaka inginkan terjadii sukses teruss ke depannyaa! 
3868,开心/happiness, ,"Selamat siang, Tama. Selamat menikmati tahun baru. Semoga menjadi awal yang baik. 5?"
3869,害怕/fear,伤心/sadness,"Hati2 ya gaess yg rumahhnyaa kebanjirann, ngeri adaa ular yang masukkk. Stay safe"
3870,开心/happiness, ,Semoga di 2020 ini semoga yang semoga disemoga semoga semoga semoga pokonya semoga tersemoga semoga
3871,伤心/sadness, ,"Sedih banget tahun baru ada yang kebanjiran, semoga cepet surut dan aman semuanya."
3872,开心/happiness, ,goodluck semua kawan kawan i yang akan final exam tak lama lagi! Fighting!
3873,伤心/sadness, ,"Ini kayaknya bakalan hujan sampai sore, kasian yang udah planning jalan-jalan jadi batal deh:("
3874,开心/happiness, ,"( get well soon, Kkura mun! istirahat yang cukup, makan yang cukuuup!  )"
3875,开心/happiness,喜欢/like,"2020 semoga tercapai semua apa yang di semogakan, lulus dan di wisuda salah satunya"
3876,开心/happiness,喜欢/like,Makasih buat waktu yang kita abisin bareng bareng. Semoga 1/365 awal yang baik buat kitaaaa
3877,喜欢/like, ,"apa yang harus kuberikan untuk ulang tahunmu, kekasihku cinta matiku tenshouin eichi kesayanganku???"
3878,喜欢/like, ,""" Aku hidup bukan untuk sendiri, meLainkan untuk membela orang yang berada di dekatku "" (Uzumaki Naruto)"
3879,开心/happiness,喜欢/like,Makasih banyak 2019 yang luar biasa. Terimakasih banyak buat orang-orang spesial yang uda hadir di 2019!!
3880,开心/happiness, ,2020 yok selamat datang tahun yang harus membuat semuanya menjadi luar biasa umur 22 be nice year.
3881,开心/happiness, ,Selamat tinggal 2019 - Selamat datang 2020 semoga menjadi tahun yang terbaik dari tahun tahun lalu ... Aamiin Yra
3882,开心/happiness, ,"Hbd Adel, i wish you all the best. Semoga yang tersemogakan disemogakan di tahun ini ya"
3883,开心/happiness,喜欢/like,"oh my girl sama astro yang collab. gue yang heboh :""))) suka banget"
3884,伤心/sadness, ,"twitter gua yang sebelah kenapa jadi sepi bgt ya hikd, gue bikin salah, apa gimana :(("
3885,开心/happiness,喜欢/like,Kalian sangat pantas mendapatkan kehidupan yang lebih baik di tahun ini. Terima kasih lagi
3886,开心/happiness, ,Aminn ya semoga aku bisa jadi yang lebih baik buat kamu sama orang disekitar aku
3887,开心/happiness, ,"Selamat tahun baru! Semoga segala apa yang masih mengganjal di dalam hati dapat pudar dengan sendirinya :"")"
3888,开心/happiness, ,"semoga segala jenis penyakit yang dilewatin kakek kamu bakal cepat dan lancar penyembuhannya yaaa, semangat"
3889,惊喜/surprise, ,"2020 ada yang bilang ""jadi gimana? Kamu bersedia ngga menikah sama aku?"" wah "
3890,伤心/sadness, ,"Ya Allah, semoga cepet surut banjirnyaa dan guppy yang blm kebawa arus masih bisa diselamatkannn "
3891,开心/happiness,喜欢/like,"Di 2020 ini, semoga apapun yang kita inginkan dan kita capai, semoga bisa kita dapatkan dan terwujud amin"
3892,开心/happiness, ,"Semoga segala sesuatu yang mau kaka lakuin di 2020 tercapai dan berjalan lancar,,, dan bahagia selalu "
3893,开心/happiness,喜欢/like,"2020, jdi pribadi yang baik, tidak menyebalkan, tidak di sia-siakan dan tidak menyia-nyiakan"
3894,开心/happiness, ,"Kebersamaan dalam acara tahun baru 2020,SELAMAT TAHUN BARU semoga ditahun ini tercapai apa yang di Cita citakan."
3895,伤心/sadness, ,"Baru tahun baru 2020 , udah banyak yang drama pagi tadi . Macet lah , banjir , terutama sakit "
3896,开心/happiness,喜欢/like,"1 tahun kedepan semoga jadi pribadi yang baik, lebih dekat dengan tuhan, dan membanggakan orang tua"
3897,伤心/sadness, ,Setitik air mata ibu yang tumpah dr perbuatanmu samalah pedihny seperti sebutir peluru yg menembusi dadamu='(
3898,开心/happiness,喜欢/like,Selamat Tahun Baru 2020. Berusaha. Berdoa. Tawakkal. Menjadi yang terbaik untuk manfaat dunia dan akhirat
3899,开心/happiness,喜欢/like,Semoga 2020 lebih baik daripada tahun2 sebelumnya dan diberi hal2 yang baik juga. Aamiin.
3900,伤心/sadness, ,Semoga masyarakat yang belum direlokasi segera diselamatkan dan semoga selalu diberikan ketabahan  amin    #BanjirJakarta
3901,惊喜/surprise, ,hue hue pi niu yer jugaa adick q yang bawel en bacotttt!!!?!?!
3902,喜欢/like, ,"Cewek yang cantik saat tampil sederhana itu yang patut dibilang cantik.. Sederhana aja cantik, apalagi istimewa.."
3903,开心/happiness, ,"terimakasih 2019 atas dosa yang diberikan, tanpa dosa kita tidak bisa lebih dewasa.    hiya hiya hiya"
3904,喜欢/like, ,"Tuhan..jagalah ia yang jauh disana, lindungi tiap detik hidup yang ia lewati,sayangi dia melebihi engkau menyayangiku."
3905,开心/happiness, ,harapan pertama di tahun 2020 : semoga diterima di peminatan yang ku pengen. Amin.
